fa_id,F_NUMBER,CF_ACCURACY,audit_full,type_audit,Farm Type,FA_GENT,FA_PRINCT,FA_PART,audit_year,carbon_other,de_d,de_e,de_of,de_re,de_rh,total_de,ie_fert,ie_lime,ie_feed,ie_bed,ie_pest,ie_wp,ie_refloss,ie_dc,ie_tr,total_ie,total_co2eu,me_ferm,me_manm,total_me,no_fert,no_mants,no_manm,no_orgmants,crop_nres,total_no,wf_co2,seqfor,netmlandu,total_wf_co2,total_lu_co2,total_ha_co2,farm_output_kg,Averages size of Business,sumsox,o_tot,outp_ns,o_tgs,i_totnew,FBI,i_feed,i_fee_ho,Q of Feed Home Produced (tonnes),i_ole,i_fert,labourx,i_mach,i_machd,landbc,newxmisc,Output/Input Ratio,Output/Input less SUBS Ratio,Average size of farm (hectares),aoc,aop,aosr,aocc,aofc,agr,noe,nrc,ndc,fis_d_oc,o_tc,o_tl,o_miscnew,omcat12,bullzz,dcow,ocat12,ofcat2,heifrr,omcat2,ocatt1,reacow,caveal,hefdar,chikks,fdeer,goatzz,henszz,opoult,tchick,booars,sowgil,piglet20,stopig,horsey,o_live,ewehlow,lamlow,oshlow,ramlow,ewelow,ewehill,lamhil,oshhil,ramhil,ewehil,dsecxx613,dseczz612,cropxp,livexp,otherxp,YS_YEAR,FA_ESU,FS_SIZE,FA_ORGPC,FA_CNW,FA_NETP,FA_TCCV,FA_TCOV,FA_MCV,FA_MOV,FA_INT,FA_LABU,FA_ACV,FA_AOV,FA_MIOUT,FA_MIOUQ,FA_VCEXP,FA_TFCEX,FA_GLU,FA_OUTPT,FA_CINC,FA_CREV,FA_LREV,FA_IFEED,FA_IFUEL,i_lbc_rr,i_gross_rent,i_labour,FT_TEN,FA_FBUS,FA_AAUA,CO2e_PerAdjHA,NUTS2,lfasubx,lfabase,lfasupp,nsub_bps,nsub_bes,nsub_dtup,nsub_ssbeef,nsub_susheep,srdp1,srdp2,lmo,agri_eg,aid_scp,esa_g,supp_ad,supp_fa,fws_g,other_g,supp_q,othersub,ar_pil2,arg,aarg,afwl,aowl,lab_hrs_reg
121302021,12130,All Estimated,2,0,4,4 - Specialist grazing livestock,"48 - Sheep, goats and other grazing livestock",481 - Specialist sheep,.,0,0,0,0,0,0,0,0,0,1144,0,0,0,0,2164,0,3308,3308,252977,6103,259080,0,0,0,73477,0,73477,335866,729630,-393764,30.69,2987,2820,10942,5.1211,55676.84,46071,-2668,48739,54479,-8408,4396,0,0,6826,0,31916,0,1803,7505,2033,0.84567,-0.04897,2911.1,0,0,0,0,0,0,954,0,0,0,0,-2668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,261.5,0,46,954,.,.,0,11222,43257,2021,23.81,7,1,746787,-1550,68028,76440,10215,3084,0,0.53,750054,677496,0,0,43138,22514,118.61,46071,7566,0,10594,4396,0,0,0,31916,1,5,119.1,2820.03,UKM6,8245,8245,0,20742,0,0,0,13635,0,0,0,0,0,0,0,0,0,6117,0,0,0,2911.1,119.1,0,67,1010
121392021,12139,Average,2,0,1,1 - Specialist field crops,"15 - Specialist cereals, oilseeds and protein crops","151 - Specialist cereals (not rice), oilseeds and protein crops",.,0,101670,4417,4987,0,0,111074,93288,0,0,0,321,0,0,0,0,93609,204682,0,0,0,0,60012,0,0,22953,82965,287647,0,287647,0.28,0,2095,1027300,1.1058,121301.55,189411,135954,53457,127050,62424,0,0,0,0,13644,1625,41514,10902,6741,17222,1.48968,1.07033,137.3,105.2,0,8.49,0,7.4,16.21,0,0,0,0,130027,0,5927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,49046,0,78004,2021,53.83,8,1,561508,63991,66773,61100,50649,49430,3795,2,818064,836673,0,0,50671,176797,0,189411,69220,123102,0,0,17910,7145,0,1625,4,2,137.3,2095.03,UKM5,0,0,0,43858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9599,0,0,0,0,6000
121582021,12158,Above Average,2,0,8,8 - Mixed Crops - livestock,83 - Field crops - grazing livestock combined,834 - Non-dairying grazing livestock combined with field crops,.,0,127014,13332,491,0,0,140837,204200,74335,359728,19980,373,0,0,230,0,658846,799683,675991,17956,693946,0,133306,0,263737,36344,433387,1927016,32670,1894346,14.59,8099,11068,132038,3.6179,281949.59,610715,572072,38643,466788,143927,156544,105061,825.6,21588,34250,20955,36086,57703,38670,45070,1.30833,1.22555,174.1,114.8,0,16.7,0,7.9,34.7,0,0,0,352.3,157881,328264,85927,0,0,0,279,64.8,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.8,10.7,0,0,0,0,0,0,0,.,.,90172,178132,198484,2021,82.61,8,1,1521284,172032,657021,534184,270464,247670,28036,2.19,2709828,2502945,0,0,268354,210029,218.86,539451,11693,28176,1182746,156544,21529,2664,550,20955,4,2,174.1,11068.44,UKM5,0,0,0,37953,0,0,0,0,0,0,0,0,0,0,0,0,690,0,0,0,0,0,0,3,0,4603
121862021,12186,Average,2,0,4,4 - Specialist grazing livestock,"48 - Sheep, goats and other grazing livestock",481 - Specialist sheep,.,0,0,0,967,0,0,967,0,0,2738,0,0,0,0,449,0,3187,4154,159660,3880,163540,0,0,0,46711,21,46733,214427,0,214427,25.35,3094,2464,8458,2.5963,31996.81,58839,25700,33139,49564,9276,9638,0,0,9531,0,12262,1114,1489,10798,4406,1.18713,0.51852,1009.33,0,0,0,0,0,1.53,552,0,0,0,0,25669,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,244.8,0,33,552,.,.,326,19169,30069,2021,13.85,6,1,612020,19236,49595,48427,6219,3670,0,0.12,619188,581677,0,0,31757,13337,74.86,58808,16080,0,26851,9638,377,0,0,12262,1,5,87.03,2463.83,UKM6,1969,1969,0,20883,0,0,0,0,0,0,0,0,0,0,0,0,0,1343,0,0,8944,1007.8,85.5,0,0,230
121882021,12188,Average,2,0,5,4 - Specialist grazing livestock,46 - Specialist cattle - rearing and fattening,460 - Specialist cattle - rearing and fattening,.,0,11594,1777,11505,0,0,24876,25240,24333,2899,17760,34,0,0,565,0,70830,95706,159201,4384,163585,0,14492,0,51862,3330,69684,328975,0,328975,6.24,6437,5510,52640,1.2953,41476.92,117147,91990,25157,101846,15299,9948,6314,46.5,10793,4014,0,19721,28497,8730,11653,1.15024,0.90323,134.2,12,0,0,0,0.6,22.2,88.5,29.5,0,34.7,7740,33123,51127,1.2,1.5,0,5.5,0,0,0,26.5,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,105,6,6.5,88.5,.,.,12504,20741,68601,2021,17.76,7,1,768178,20845,65360,75015,130336,109680,791,1,856950,817194,0,0,33246,96384,51.94,117147,57811,966,62134,9948,10143,1184,0,0,1,2,59.7,5510.47,UKM6,3314,3314,0,12220,0,0,3022,0,0,0,0,0,0,0,0,0,0,0,0,0,6601,99.4,24.9,0,0,2200
122222021,12222,Average,2,0,5,4 - Specialist grazing livestock,46 - Specialist cattle - rearing and fattening,460 - Specialist cattle - rearing and fattening,.,0,49210,4262,3295,0,0,56768,75123,39379,38781,5550,47,0,0,831,0,159712,216479,834709,23209,857918,0,55733,0,285636,16920,358289,1432686,8168,1424519,30.51,5329,7294,46952,4.8684,204413.43,300013,203410,96603,235129,75090,30874,12388,102.5,27943,13359,20556,42510,23538,43744,24109,1.31665,0.90928,244.08,17,0,0,0,0,165.08,167,139.5,0,277,16008,184401,3001,26,6.5,0,43,4,44,2.5,151,139.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,115,0,9,167,.,.,21855,58817,154457,2021,66.21,8,1,2042111,93914,418790,398700,122719,112593,3753,2,2184613,2187357,0,0,80672,166567,261.79,300013,69236,210,182526,30874,7942,3175,2000,20556,4,2,196.42,7293.99,UKM6,13465,13465,0,44236,0,0,22651,0,0,0,0,0,0,0,0,0,0,0,0,0,16251,62,14.34,0,0.75,4250
122312021,12231,Average,2,0,5,4 - Specialist grazing livestock,46 - Specialist cattle - rearing and fattening,460 - Specialist cattle - rearing and fattening,.,0,21156,4456,8605,0,0,34217,76093,115951,27305,0,78,0,0,425,0,219852,254069,489243,13517,502760,0,47255,0,161861,13309,222425,979254,89298,889956,37.02,5882,6084,26446,3.7979,142585.52,229984,135097,94887,172505,57479,40209,17061,135,25027,21368,0,17044,22188,19908,13122,1.3332,0.78315,257.25,28,0,0,0,0,122.35,295,86.5,0,129.5,3745,116714,14638,7,3,0,14,0,17,0,88.5,86.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,254,11,9.5,295,.,.,35007,65236,72262,2021,50.99,8,1,1620664,68904,213619,205095,114037,120699,272,2.1,1685110,1652777,0,0,100243,150807,167.39,229984,77853,0,112279,40209,7063,2825,0,0,1,1,160.95,6084.21,UKM6,5654,5654,0,52923,0,0,9468,0,0,0,0,0,0,0,0,0,0,0,0,0,26842,106.9,10.6,0,8.2,4608
122342021,12234,Average,2,0,5,4 - Specialist grazing livestock,46 - Specialist cattle - rearing and fattening,460 - Specialist cattle - rearing and fattening,.,0,8411,1622,7120,0,0,17153,18552,912,21969,0,22,0,0,500,0,41956,59109,229151,6396,235547,0,12199,0,74310,6693,93203,387858,0,387858,2.06,5384,5654,187773,1.6442,62424.78,136893,112538,24355,96418,40475,14747,6350,50,4648,1824,525,10356,36324,9578,7435,1.41979,1.16719,74.7,8,0,0,0,0,58.6,123.5,50,0,42.8,10936,49839,51763,4.5,2,0,3.8,0,0,0,32.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,86,15,6,123.5,.,.,12805,19395,64218,2021,22.14,7,1,954468,47053,97600,110040,166278,153597,0,1.33,977291,923625,0,0,32200,94278,72.09,136893,92660,3746,66799,14747,5929,1369,0,525,1,1,68.6,5653.91,UKM6,2157,2157,0,17867,0,0,4331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,2,0,0,2970
122802021,12280,Average,2,0,1,1 - Specialist field crops,"15 - Specialist cereals, oilseeds and protein crops","151 - Specialist cereals (not rice), oilseeds and protein crops",.,0,89607,5127,7127,0,0,101861,60126,0,0,0,406,0,0,0,0,60532,162393,0,0,0,0,43790,0,0,34030,77820,240213,32670,207543,0.19,14692,1206,1215769,1.6053,164622.17,614905,598261,16644,408328,206577,0,0,0,0,8072,35205,110363,146212,52590,25418,1.50591,1.46515,199.1,145.5,0,0,0,4.3,49.3,0,0,0,15,166297,0,431964,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,38540,0,369788,2021,69.26,8,1,1915778,211284,17130,19171,671297,600528,0,3,1981627,1943571,0,0,38540,414167,5.1,614905,357952,166228,0,0,34315,42440,40193,35205,4,2,199.1,1206.49,UKM6,0,0,0,16644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6900
122902021,12290,Average,2,0,5,4 - Specialist grazing livestock,46 - Specialist cattle - rearing and fattening,460 - Specialist cattle - rearing and fattening,.,0,65927,19696,2474,0,0,88097,205650,33030,37772,0,121,0,0,1831,0,278403,366501,1101709,30806,1132515,0,143866,0,368154,25013,537033,2036049,48569,1987479,13.38,5758,5710,152068,7.2832,315516.7,388129,264718,123411,312903,75226,31635,17261,143,33260,28903,22288,44716,43519,27776,61151,1.24041,0.84601,413.95,43.2,0,0,0,0,300.46,393.5,218,0,288,31283,227908,5527,19,4.5,0,47,8,28,10,171.5,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,305,4,9.5,393.5,.,.,48558,64895,199450,2021,102.92,9,1,1594029,94438,492943,469875,195636,208535,41229,2.21,2239373,2218726,0,0,113453,209357,346.07,388129,96687,11467,213045,31635,14679,3484,0,22288,1,1,356.56,5710.26,UKM6,26145,26145,0,74604,0,0,22662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.29,12.9,4.46,0,4816
123002021,12300,Above Average,2,0,2,1 - Specialist field crops,16 - General field cropping,166 - Various field crops combined,.,0,33606,3749,6297,0,0,43652,44170,0,0,0,105,0,0,0,0,44275,87927,0,0,0,0,27855,0,0,11710,39565,127492,196020,-68528,0.3,0,693,419200,0.5947,79980.95,144311,74625,69686,105069,50044,0,0,0,0,8411,8612,18967,8262,26593,22584,1.46223,0.81858,184.1,37.6,0,0,0,3.5,143,0,0,0,0,71483,0,3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,20051,0,85018,2021,17.1,7,1,1908563,49957,52815,42877,37433,37631,5744,0.8,2185639,2093838,0,0,28663,102425,0,144311,41219,60425,0,0,8472,2390,0,8612,1,4,184.1,692.51,UKM5,0,0,0,40295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29391,0,0,16,2,1520
123212021,12321,Average,2,0,2,1 - Specialist field crops,16 - General field cropping,162 - COP and root crops combined,.,0,29173,3791,4404,0,0,37369,84120,35876,0,0,160,0,0,0,0,120156,157525,0,0,0,0,61509,0,0,15863,77373,234898,10890,224008,0.36,0,2523,640780,3.9389,189526.98,148519,128465,20054,110414,38105,0,0,0,0,12756,1847,20625,22916,26372,12028,1.34511,1.16348,93.1,57.45,12.14,0,18.21,5.3,0,0,0,0,0,111558,0,16907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,26626,0,83788,2021,100.73,9,1,545996,46062,14850,42273,104958,97059,0,0.57,545996,502242,0,0,28473,87826,0,148519,83071,139942,0,0,6488,14500,13000,1847,2,2,93.1,2523.07,UKM5,0,0,0,20054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1100
123702021,12370,Average,2,0,4,4 - Specialist grazing livestock,"48 - Sheep, goats and other grazing livestock",481 - Specialist sheep,.,0,1863,2950,2138,0,0,6951,9342,0,23450,1110,0,0,0,144,0,34045,40996,61398,1513,62911,0,7457,0,18212,776,26444,130351,0,130351,19.91,5413,3067,6547,1.2037,13048.88,38468,17562,20906,37698,771,9299,0,0,4262,1026,0,3539,4927,6307,8178,1.02043,0.46586,637.4,0,0,0,0,0,11.2,164,0,0,0,0,16558,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,160,0,17,164,.,.,1186,13561,22951,2021,4.05,3,1,811579,2429,16285,16230,23639,19285,1611,0.63,823769,815470,0,0,14747,35215,27.62,38468,7105,0,18328,9299,1732,1000,240,0,4,1,42.5,3067.08,UKM6,6459,6459,0,12007,0,0,0,2440,0,0,0,0,0,0,0,0,0,0,0,0,0,626.2,31.3,0,0,1200
123832021,12383,Average,2,0,1,1 - Specialist field crops,"15 - Specialist cereals, oilseeds and protein crops","151 - Specialist cereals (not rice), oilseeds and protein crops",.,0,49089,2837,2682,0,0,54608,88965,26037,0,0,213,0,0,0,0,115215,169823,0,0,0,0,57463,0,0,18686,76149,245972,0,245972,0.35,0,2489,689364,0.7558,79412.59,134719,115649,19070,122890,11828,0,0,0,0,15222,0,32971,25105,21179,11454,1.09626,0.94108,101.41,65.67,0,9.52,0,4,19.22,0,0,0,0,104360,0,11289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,32181,0,90709,2021,33.71,7,1,1190099,14289,42291,29556,110195,131513,203,1,1214691,1197500,0,0,32181,117410,0,134719,26659,88927,0,0,7100,6497,4812,0,4,2,98.81,2489.34,UKM5,0,0,0,19070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0,0,2200
123922021,12392,Average,2,1,8,8 - Mixed Crops - livestock,83 - Field crops - grazing livestock combined,834 - Non-dairying grazing livestock combined with field crops,.,0,120848,11789,9447,0,0,142083,241486,27983,168328,10656,345,0,0,2633,0,451432,593516,922283,25482,947765,0,186112,0,321394,38056,545562,2086843,0,2086843,5.38,6449,7821,387741,6.8516,354652,570017,496390,73627,413751,165385,100481,58720,460,44412,35359,38705,62579,30536,37690,38191,1.39955,1.22168,266.82,123.68,0,0,0,11.88,131.26,93.5,118.5,0,344.2,109148,384166,3076,140,6,0,65.5,10.7,10,3,109,118.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,250,580,4,93.5,0,0,0,0,0,.,.,61157,144893,207701,2021,118.86,9,1,1787782,171432,540784,446292,140419,159013,15573,3.13,2334137,2273404,0,0,210741,232072,356.92,570017,94294,43079,502235,100481,24024,18768,15498,38705,4,2,266.82,7821.16,UKM5,0,0,0,55314,0,0,12993,0,0,0,0,0,0,0,0,0,0,0,0,0,5320,0,0,0,0,7130
124072021,12407,Above Average,2,0,5,4 - Specialist grazing livestock,46 - Specialist cattle - rearing and fattening,460 - Specialist cattle - rearing and fattening,.,0,5188,4041,2264,0,0,11493,13603,0,20697,10678,0,0,0,265,0,45243,56735,90346,2326,92672,0,10013,0,32995,1936,44943,194350,0,194350,-289.77,6093,4847,-671,0.5447,34430.73,56798,47576,9222,63199,2644,14029,0,0,9228,2016,0,6026,4839,8359,18233,1.03997,0.90057,42.4,0,0,0,0,0,39.4,48.5,0,0,35.9,816,44836,1924,25.1,0,0,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,51.1,0,3,48.5,.,.,2485,23257,37457,2021,4.46,3,1,690799,-1872,65343,45883,21241,25500,1616,1.69,727673,696379,0,0,25742,83634,32.44,56798,-16237,0,64108,14029,2302,2229,0,0,1,2,40.1,4846.63,UKM5,385,385,0,8837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.7,0,0,3520
124152021,12415,Average,2,0,8,8 - Mixed Crops - livestock,83 - Field crops - grazing livestock combined,834 - Non-dairying grazing livestock combined with field crops,.,0,28279,12200,11708,0,0,52187,34271,0,7063,0,126,0,0,58,0,41518,93705,112879,3062,115941,0,23751,0,43079,14384,81215,290860,0,290860,0.47,5948,2106,609688,1.2032,99923.55,112096,74902,37194,121270,-13129,7714,2405,18.5,5512,4493,2540,32007,13555,14881,31350,0.90005,0.61688,156.5,45.3,0,0,0,3.9,85.2,3,4,0,58.4,62655,7417,4830,17,1.5,0,12.5,18,0,9,0.4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.3,0,0,3,0,0,0,0,0,.,.,13711,13226,94333,2021,25.71,7,1,1223371,-154,55172,51055,60523,72817,14419,1,1589958,1614545,0,0,29477,105099,48.27,112096,2538,67580,36272,7714,10011,1693,0,2540,1,1,138.1,2106.15,UKM5,3969,3969,0,33225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1,3.7,0,0,2200
124332021,12433,Average,2,0,1,1 - Specialist field crops,"15 - Specialist cereals, oilseeds and protein crops","151 - Specialist cereals (not rice), oilseeds and protein crops",.,0,31300,1658,1232,0,0,34190,137777,70567,0,0,279,0,0,0,0,208623,242813,0,0,0,0,96340,0,0,23272,119612,362425,0,362425,0.39,0,3329,928460,0.9605,108385.3,159210,135284,23926,93020,66191,0,0,0,0,23905,0,13474,16411,4990,11015,1.71157,1.45435,108.86,99.91,0,0,0,5.35,3.6,0,0,0,0,133036,0,2248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,47130,0,45890,2021,49.26,8,1,1311835,68967,41550,52882,80769,70904,1632,1,1467061,1504035,0,0,47130,74675,0,159210,90747,135819,0,0,5534,1282,0,0,1,2,108.86,3329.28,UKM5,0,0,0,23926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200
124662021,12466,Average,2,0,4,4 - Specialist grazing livestock,"48 - Sheep, goats and other grazing livestock",481 - Specialist sheep,.,0,1723,1097,13859,0,0,16680,8558,0,31194,0,0,0,0,2397,0,42150,58829,263562,6991,270553,0,5855,0,80232,2946,89034,418416,0,418416,90.33,4040,1096,4632,3.6216,83790.52,68461,16585,51876,63341,5120,17658,0,0,5234,1176,450,15385,4002,6471,12801,1.08083,0.26184,1460.47,0,0,0,0,0,111.67,615,23,0,28.1,160,15709,716,0.3,0,0,5.8,1.5,2,1,17.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,175,204.2,0,18,615,.,.,1340,22892,39109,2021,23.07,7,1,519355,6510,83130,78590,17973,6087,6093,1,622901,598192,0,0,24682,75181,106.42,68445,5250,0,12415,17658,5170,2071,1480,450,4,2,381.67,1096.28,UKM6,7034,7034,0,31963,0,0,2115,10764,0,0,0,0,0,0,0,0,0,0,0,0,0,1348.8,270,0,0,3000
124752021,12475,Average,2,0,5,4 - Specialist grazing livestock,46 - Specialist cattle - rearing and fattening,460 - Specialist cattle - rearing and fattening,.,0,22880,3344,4921,0,0,31145,56032,26444,2882,0,53,0,0,286,0,85697,116842,296418,8405,304823,0,39247,0,100724,7374,147345,569010,10890,558120,15.14,6195,4905,37577,1.9116,86552.65,109738,67083,42655,82875,26863,14811,10365,90,13464,9543,628,8983,7234,9060,12899,1.32414,0.80945,184.5,19,0,0,0,0,63,0,67.5,0,93,10444,48847,7792,20,3,0,8,0,0,0,62,67.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,15796,28275,38804,2021,32.39,7,1,995299,31242,176665,186130,37153,40751,2619,1.07,1041856,1056424,0,0,44699,75571,88.08,109738,44522,3159,71152,14811,6640,1345,0,628,1,1,116,4905.26,UKM6,7857,7857,0,20234,0,0,5252,0,0,0,0,0,0,0,0,0,0,0,0,0,9312,102.5,34,0,1,2490
124792021,12479,Average,2,0,6,4 - Specialist grazing livestock,"48 - Sheep, goats and other grazing livestock",482 - Sheep and cattle combined,.,0,8929,3704,6190,0,0,18824,23688,27375,46510,8880,0,0,0,1005,0,107458,126282,281176,7600,288776,0,13358,0,90300,5034,108692,523750,0,523750,33.1,5424,4623,15819,3.1026,71427.63,144435,96456,47979,146522,-20401,20007,0,0,31313,6256,1000,18035,26378,28169,12871,0.87623,0.58516,1207.7,0,0,0,0,0,80.4,315.5,43.5,0,46.3,280,62203,33973,5.4,2,0,8.8,0,2.1,0,28,43.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,230,0,9.5,315.5,.,.,8749,51320,86453,2021,21.98,7,1,391140,10609,110820,104460,114585,135771,1962,1,415400,516697,0,0,61069,98275,98.73,144435,20201,0,59423,20007,5147,9036,8000,1000,4,1,113.3,4622.68,UKM6,6790,6790,0,29084,0,0,3223,3500,0,0,0,0,0,0,0,0,0,0,0,0,5382,1127.3,32.9,0,0,2300
125012021,12501,Average,2,0,4,4 - Specialist grazing livestock,"48 - Sheep, goats and other grazing livestock",481 - Specialist sheep,.,0,15485,3086,7098,0,0,25669,19481,0,59746,3330,0,0,0,1308,0,83865,109534,505674,13441,519115,0,14340,0,176589,6197,197127,825777,1779099,-953322,35.57,2188,5363,23214,14.2079,99393.99,131695,69516,62179,126377,3222,24197,0,0,20737,7545,17280,18633,17762,5305,14404,1.02422,0.55693,992.13,0,0,0,0,0,132.5,794,22,0,24.8,-1025,66151,4390,2.5,1,0,4.4,0,2,0.4,14.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.5,6650,0,27,794,.,.,8059,44934,73384,2021,32.1,7,1,1753560,6712,124024,122485,76811,64669,2130,2.21,1824850,1781647,0,0,52993,107444,509.62,131695,24304,0,74937,24197,5588,1487,0,17280,1,1,153.99,5362.54,UKM6,9831,9831,0,30895,0,0,1936,12294,0,0,0,0,0,0,0,0,0,0,0,0,7223,859.63,21.49,163.37,0,4640
125032021,12503,Average,2,0,7,4 - Specialist grazing livestock,46 - Specialist cattle - rearing and fattening,460 - Specialist cattle - rearing and fattening,.,0,23743,10623,638,0,0,35004,57848,0,16312,25752,48,0,0,335,0,100296,135300,201554,5698,207252,0,42051,0,69235,7270,118556,461108,66429,394679,4.7,7306,4611,97936,1.3163,69466.58,102846,76305,26541,119968,-14397,23154,8315,65,6842,8659,5102,33336,9679,14285,12509,0.88203,0.66456,107,17.2,0,0,13,0,62.8,0,42.5,0,65.5,22704,51707,1894,6,2,0,15,1,2,1,38.5,42.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,15061,29996,74911,2021,23.48,7,1,1278869,-13853,114620,97452,43702,45498,0,1,1285874,1298899,0,0,50159,95727,60.14,102846,-21342,12652,54223,23154,6124,3675,0,5102,1,1,100,4611.08,UKM6,2342,2342,0,20170,0,0,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,6.1,0,2200
125422021,12542,Average,2,0,5,4 - Specialist grazing livestock,46 - Specialist cattle - rearing and fattening,460 - Specialist cattle - rearing and fattening,.,0,20326,2837,300,0,0,23463,60840,28867,46001,0,59,0,0,246,0,136012,159475,187790,4873,192663,0,42945,0,63990,7856,114791,466929,60984,405945,33.52,6026,6201,13929,1.9458,81243.34,102579,84670,17909,93453,9126,33132,11430,90,11451,12464,0,14188,3855,7376,4988,1.09765,0.90602,76.1,21,0,0,0,2.4,51.5,219,5,0,54.4,14336,68805,1529,26,0,0,0.4,0,0.5,23,4.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,201.3,111.8,7.5,219,0,0,0,0,0,.,.,18463,44583,30407,2021,20.49,7,1,847414,12391,119592,107142,19657,15261,0,1,907369,842468,0,0,63046,63230,96.85,102579,3972,0,116423,33132,3838,1626,0,0,1,2,75.3,6200.92,UKM5,950,950,0,16657,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.4,0,5.6,2200
125682021,12568,Average,2,0,8,8 - Mixed Crops - livestock,83 - Field crops - grazing livestock combined,834 - Non-dairying grazing livestock combined with field crops,.,0,46813,2101,6576,0,0,55490,103273,35381,9072,0,140,0,0,254,0,148120,203610,320607,9211,329818,0,70178,0,106595,19189,195962,729390,0,729390,1.7,7396,5495,428940,2.3726,118183.97,159194,117877,41317,142200,16994,26978,22085,170,7629,16457,0,26879,33384,9324,10335,1.11951,0.82895,132.98,50.24,0,0,0,5.36,76.63,0,82.5,0,89.5,54716,60251,2910,2,4,0,1,0,9,0,73.5,82.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,27671,34607,79922,2021,49.65,8,1,1673873,21293,230730,204920,151734,134637,0,1.12,1673873,1631802,0,0,62278,131041,94.44,159194,26992,22488,73184,26978,10927,2300,750,0,4,1,132.73,5495.29,UKM5,2391,2391,0,30365,0,0,8561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.5,0,0,2834
