FA_ID,AN_CODE,CROP_YEAR,FARM_TYPE,TOTAL_AREA,NOUTPUT_BARLEY,NOUTPUT_WHEAT,NOUTPUT_OSR,NOUTPUT_OATS_MC,NOUTPUT_STRAW,NOUTPUT_WHOLECROP,NOUTPUT_SILAGE,NOUTPUT_HAY,NOUTPUT_PEAS,NOUTPUT_BEANS,NOUTPUT_KALE_TURNIPS,NOUTPUT_SUGAR_BEET,NOUTPUT_POTATOES,NOUTPUT_VEG,NOUTPUT_FRUIT,NOUTPUT_CATTLE_MEAT,NOUTPUT_SHEEP_MEAT,NOUTPUT_PIG_MEAT,NOUTPUT_POULTRY_MEAT,NOUTPUT_EGGS,NOUTPUT_MILK,NOUTPUT_WOOL,NOUTPUT_TOTAL,NINPUT_FERT,NINPUT_LIQN,NINPUT_CEREALS,NINPUT_WHOLECROP,NINPUT_STRAW,NINPUT_HAY,NINPUT_SILAGE_GRASS,NINPUT_SILAGE_MAIZE,NINPUT_HIGH_ENERGY_CONCS,NINPUT_LOW_ENERGY_CONCS,NINPUT_MEDIUM_ENERGY_CONCS,NINPUT_SOYBEANS,NINPUT_SOYA_OILCAKE,NINPUT_POTATOES_VEG,NINPUT_RAPECAKE,NINPUT_DRAFF,NINPUT_BEETPULP,NINPUT_MILKPOWDER,NINPUT_PEAS,NINPUT_BEANS,NINPUT_ATMOS_N,NINPUT_SEED_BARLEY,NINPUT_SEED_WHEAT,NINPUT_SEED_OSR,NINPUT_SEED_OATS,NINPUT_SEED_WHOLECROP,NINPUT_SEED_PEAS,NINPUT_SEED_BEANS,NINPUT_SEED_KALE_TURNIPS,NINPUT_SEED_SUGAR_BEET,NINPUT_SEED_POTS,NINPUT_BEDDING,NINPUT_FYM,NINPUT_COMPOSTED,NINPUT_MIXED_SLURRY,NINPUT_SOLID_POULTRY,NINPUT_TOTAL,NUE,FARM_N_SURPLUS,TOTAL_ADJUSTED_AREA,ROUGH_GRAZING,ORGANIC_CODE,Variable,COMMENT
129462022,NNKG,2021,Speciallist beef with sheep,147.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,702.37,125.61,0.00,20.13,0.00,0.00,0.36,848.47,"6,840.00",0.00,863.90,0.00,115.02,0.00,"1,020.00",0.00,0.00,0.00,"4,202.25",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,886.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"13,927.79",6.09%,88.51,116.59,0.69,1,Total_N_kg,
129462022,NKGH,2021,Speciallist beef with sheep,147.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.75,0.85,0.00,0.14,0.00,0.00,0.00,5.74,46.29,0.00,5.85,0.00,0.78,0.00,6.90,0.00,0.00,0.00,28.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94.25,6.09%,88.51,116.59,0.69,1,KG_per_ha,
120582022,NNKG,2021,Mixed cattle & sheep,29.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.86,110.80,0.00,0.00,0.00,0.00,2.83,194.49,"1,392.00",0.00,0.00,0.00,221.40,192.00,0.00,0.00,0.00,0.00,307.30,0.00,0.00,0.00,0.00,561.00,151.20,0.00,0.00,0.00,88.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,913.70",6.68%,91.87,160.60,"3,697.10",1,Total_N_kg,
120582022,NKGH,2021,Mixed cattle & sheep,29.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.73,3.74,0.00,0.00,0.00,0.00,0.10,6.57,47.03,0.00,0.00,0.00,7.48,6.49,0.00,0.00,0.00,0.00,10.38,0.00,0.00,0.00,0.00,18.95,5.11,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.44,6.68%,91.87,160.60,"3,697.10",1,KG_per_ha,
135882022,NNKG,2021,Specialist Sheep,48.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,233.01,400.03,0.00,0.00,0.00,0.00,0.00,633.04,"4,032.00",0.00,0.00,0.00,75.60,56.00,0.00,0.00,0.00,0.00,993.02,0.00,0.00,0.00,0.00,0.00,0.00,5.63,0.00,0.00,146.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,308.95",11.92%,95.62,114.00,142.36,1,Total_N_kg,
135882022,NKGH,2021,Specialist Sheep,48.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,8.18,0.00,0.00,0.00,0.00,0.00,12.95,82.45,0.00,0.00,0.00,1.55,1.15,0.00,0.00,0.00,0.00,20.31,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108.57,11.92%,95.62,114.00,142.36,1,KG_per_ha,
128142022,NNKG,2021,Mixed Farms,218.65,"8,318.10",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,649.22,0.00,0.00,0.00,0.00,0.00,0.00,"8,967.32","17,310.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,619.43,0.00,0.00,0.00,0.00,0.00,0.00,1.13,0.00,0.00,655.95,288.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"18,874.68",47.51%,45.31,238.10,27.06,1,Total_N_kg,
128142022,NKGH,2021,Mixed Farms,218.65,38.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.97,0.00,0.00,0.00,0.00,0.00,0.00,41.01,79.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.83,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,3.00,1.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.32,47.51%,45.31,238.10,27.06,1,KG_per_ha,
136762022,NNKG,2021,Mixed cattle & sheep,129.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,514.27,336.77,0.00,0.00,0.00,0.00,4.80,855.84,"8,108.00",0.00,0.00,0.00,412.34,0.00,212.50,0.00,0.00,0.00,"3,135.12",0.00,0.00,0.00,0.00,0.00,0.00,27.31,0.00,0.00,777.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"12,672.87",6.75%,91.18,130.90,2.00,1,Total_N_kg,
136762022,NKGH,2021,Mixed cattle & sheep,129.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.97,2.60,0.00,0.00,0.00,0.00,0.04,6.60,62.56,0.00,0.00,0.00,3.18,0.00,1.64,0.00,0.00,0.00,24.19,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97.78,6.75%,91.18,130.90,2.00,1,KG_per_ha,
135952022,NNKG,2021,Mixed Farms,112.40,"2,941.00",0.00,0.00,"1,122.92",432.00,0.00,"1,472.20",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,399.32,0.00,0.00,0.00,0.00,0.00,0.00,"6,367.44","12,165.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144.43,81.22,0.00,0.00,0.00,0.00,50.54,0.00,0.00,0.00,674.40,121.98,0.00,0.00,38.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"13,275.74",47.96%,61.46,115.60,0.00,1,Total_N_kg,
135952022,NKGH,2021,Mixed Farms,112.40,26.17,0.00,0.00,9.99,3.84,0.00,13.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.55,0.00,0.00,0.00,0.00,0.00,0.00,56.65,108.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.29,0.72,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,6.00,1.09,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,118.11,47.96%,61.46,115.60,0.00,1,KG_per_ha,
127212022,NNKG,2021,Speciallist beef with sheep,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,554.05,0.00,0.00,0.00,0.00,0.00,0.00,554.05,"7,128.00",0.00,383.05,0.00,615.60,0.00,0.00,0.00,0.00,0.00,597.04,0.00,0.00,0.00,0.00,0.00,0.00,2.82,0.00,0.00,252.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"8,978.51",6.17%,200.58,42.00,0.00,1,Total_N_kg,
127212022,NKGH,2021,Speciallist beef with sheep,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.19,0.00,0.00,0.00,0.00,0.00,0.00,13.19,169.71,0.00,9.12,0.00,14.66,0.00,0.00,0.00,0.00,0.00,14.22,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,213.77,6.17%,200.58,42.00,0.00,1,KG_per_ha,
137402022,NNKG,2021,Speciallist beef with sheep,98.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.86,242.43,0.00,0.00,0.00,0.00,0.10,843.39,"9,030.00",0.00,0.00,0.00,368.82,0.00,0.00,0.00,0.00,0.00,"3,638.87",0.00,0.00,0.00,0.00,0.00,0.00,15.76,0.00,0.00,593.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"13,646.85",6.18%,129.46,99.60,3.00,1,Total_N_kg,
137402022,NKGH,2021,Speciallist beef with sheep,98.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.08,2.45,0.00,0.00,0.00,0.00,0.00,8.53,91.30,0.00,0.00,0.00,3.73,0.00,0.00,0.00,0.00,0.00,36.79,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,137.99,6.18%,129.46,99.60,3.00,1,KG_per_ha,
131502022,NNKG,2021,Speciallist beef with sheep,84.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,373.56,95.31,0.00,0.00,0.00,0.00,1.16,470.03,"3,234.00",0.00,0.00,0.00,70.20,0.00,0.00,0.00,0.00,0.00,"3,608.58",0.00,0.00,0.00,0.00,0.00,0.00,15.76,0.00,0.00,507.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,436.14",6.32%,82.34,94.40,36.00,1,Total_N_kg,
131502022,NKGH,2021,Speciallist beef with sheep,84.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.42,1.13,0.00,0.00,0.00,0.00,0.01,5.56,38.23,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,42.65,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.90,6.32%,82.34,94.40,36.00,1,KG_per_ha,
115852022,NNKG,2021,Mixed Farms,173.34,"5,688.54",0.00,0.00,0.00,901.80,0.00,0.00,0.00,0.00,0.00,840.96,0.00,0.00,0.00,0.00,889.12,100.91,0.00,0.00,0.00,0.00,0.00,"8,421.33","14,820.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,358.71",0.00,0.00,0.00,0.00,0.00,0.00,12.39,0.00,0.00,"1,040.04",212.24,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"17,443.44",48.28%,52.05,178.20,37.42,1,Total_N_kg,
115852022,NKGH,2021,Mixed Farms,173.34,32.82,0.00,0.00,0.00,5.20,0.00,0.00,0.00,0.00,0.00,4.85,0.00,0.00,0.00,0.00,5.13,0.58,0.00,0.00,0.00,0.00,0.00,48.58,85.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.84,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,6.00,1.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.63,48.28%,52.05,178.20,37.42,1,KG_per_ha,
134872022,NNKG,2021,Speciallist beef with sheep,154.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,619.83,311.86,0.00,0.00,0.00,0.00,0.42,932.11,"10,278.00",0.00,0.00,0.00,156.60,160.00,0.00,0.00,0.00,0.00,"3,160.80",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,929.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"14,684.80",6.35%,88.78,187.10,104.00,1,Total_N_kg,
134872022,NKGH,2021,Speciallist beef with sheep,154.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.01,0.00,0.00,0.00,0.00,0.00,6.02,66.35,0.00,0.00,0.00,1.01,1.03,0.00,0.00,0.00,0.00,20.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94.80,6.35%,88.78,187.10,104.00,1,KG_per_ha,
117202022,NNKG,2021,Mixed Farms,366.65,"10,936.27","11,711.23","1,208.70","4,796.50",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,191.66",0.00,0.00,0.00,0.00,0.00,0.00,"29,844.36","51,228.00",0.00,0.00,0.00,0.00,241.60,"4,250.00",0.00,0.00,0.00,"1,132.62","1,206.96",0.00,258.30,0.00,0.00,14.40,0.00,0.00,0.00,"2,199.90",265.70,303.26,3.15,217.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"61,321.82",48.67%,85.85,396.55,0.00,1,Total_N_kg,
117202022,NKGH,2021,Mixed Farms,366.65,29.83,31.94,3.30,13.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.25,0.00,0.00,0.00,0.00,0.00,0.00,81.40,139.72,0.00,0.00,0.00,0.00,0.66,11.59,0.00,0.00,0.00,3.09,3.29,0.00,0.70,0.00,0.00,0.04,0.00,0.00,0.00,6.00,0.72,0.83,0.01,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,167.25,48.67%,85.85,396.55,0.00,1,KG_per_ha,
129442022,NNKG,2021,Speciallist beef with sheep,85.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,406.32,159.11,0.00,0.00,0.00,0.00,1.93,567.37,"3,291.00",0.00,352.90,0.00,"1,350.00",0.00,0.00,0.00,0.00,0.00,"2,155.27",0.00,0.00,0.00,73.95,918.00,0.00,22.52,0.00,0.00,512.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"8,676.40",6.54%,94.89,138.55,165.39,1,Total_N_kg,
129442022,NKGH,2021,Speciallist beef with sheep,85.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.75,1.86,0.00,0.00,0.00,0.00,0.02,6.64,38.51,0.00,4.13,0.00,15.80,0.00,0.00,0.00,0.00,0.00,25.22,0.00,0.00,0.00,0.87,10.74,0.00,0.26,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101.53,6.54%,94.89,138.55,165.39,1,KG_per_ha,
136662022,NNKG,2021,Speciallist beef with sheep,46.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,146.65,105.74,0.00,0.00,0.00,0.00,0.60,253.00,"2,826.00",0.00,0.00,0.00,108.00,0.00,0.00,0.00,0.00,0.00,652.79,0.00,0.00,0.00,0.00,0.00,0.00,5.63,0.00,0.00,276.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,869.02",6.54%,78.44,46.10,0.00,1,Total_N_kg,
136662022,NKGH,2021,Speciallist beef with sheep,46.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.18,2.29,0.00,0.00,0.00,0.00,0.01,5.49,61.30,0.00,0.00,0.00,2.34,0.00,0.00,0.00,0.00,0.00,14.16,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.93,6.54%,78.44,46.10,0.00,1,KG_per_ha,
138392022,NNKG,2021,Speciallist beef with sheep,83.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,361.57,169.27,0.00,0.00,0.00,0.00,1.30,532.15,"4,158.00",0.00,0.00,0.00,117.18,8.00,0.00,0.00,0.00,0.00,"3,170.02",30.46,0.00,0.00,0.00,0.00,10.08,3.38,0.00,0.00,501.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.00,"7,999.46",6.65%,89.27,118.42,47.60,1,Total_N_kg,
138392022,NKGH,2021,Speciallist beef with sheep,83.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.32,2.02,0.00,0.00,0.00,0.00,0.02,6.36,49.71,0.00,0.00,0.00,1.40,0.10,0.00,0.00,0.00,0.00,37.90,0.36,0.00,0.00,0.00,0.00,0.12,0.04,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,95.63,6.65%,89.27,118.42,47.60,1,KG_per_ha,
127402022,NNKG,2021,Speciallist beef with sheep,83.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,661.98,0.00,0.00,0.00,0.00,0.00,0.00,661.98,"4,440.00",0.00,"2,224.95",0.00,837.00,0.00,0.00,0.00,0.00,0.00,"1,701.13",0.00,0.00,0.00,0.00,0.00,86.40,0.00,0.00,0.00,250.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"9,539.68",6.94%,106.45,90.64,28.99,1,Total_N_kg,
127402022,NKGH,2021,Speciallist beef with sheep,83.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.94,0.00,0.00,0.00,0.00,0.00,0.00,7.94,53.24,0.00,26.68,0.00,10.04,0.00,0.00,0.00,0.00,0.00,20.40,0.00,0.00,0.00,0.00,0.00,1.04,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,114.38,6.94%,106.45,90.64,28.99,1,KG_per_ha,
135252022,NNKG,2021,Speciallist beef with sheep,380.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,822.97",771.40,0.00,0.00,0.00,0.00,1.11,"2,595.48","25,338.00",0.00,0.00,0.00,609.28,0.00,"3,400.00",0.00,0.00,0.00,"4,823.73",0.00,0.00,0.00,0.00,0.00,0.00,5.07,0.00,0.00,"2,280.60",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,"36,456.72",7.12%,89.09,472.90,292.40,1,Total_N_kg,
135252022,NKGH,2021,Speciallist beef with sheep,380.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.80,2.03,0.00,0.00,0.00,0.00,0.00,6.83,66.66,0.00,0.00,0.00,1.60,0.00,8.95,0.00,0.00,0.00,12.69,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.91,7.12%,89.09,472.90,292.40,1,KG_per_ha,
133972022,NNKG,2021,Cattle & Sheep (Lowground),138.40,629.00,0.00,0.00,0.00,54.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,750.62,68.87,0.00,0.00,0.00,0.00,0.45,"1,502.94","18,822.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,756.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,830.40,32.41,0.00,0.00,0.00,62.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"20,503.68",7.33%,137.29,129.50,0.00,1,Total_N_kg,
133972022,NKGH,2021,Cattle & Sheep (Lowground),138.40,4.54,0.00,0.00,0.00,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.42,0.50,0.00,0.00,0.00,0.00,0.00,10.86,136.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.23,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,148.15,7.33%,137.29,129.50,0.00,1,KG_per_ha,
130592022,NNKG,2021,Mixed Farms,199.66,"8,989.60","1,639.04",0.00,0.00,831.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,091.11",15.72,0.00,0.00,0.00,0.00,0.00,"12,567.07","24,054.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,126.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,197.96",287.51,56.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"25,722.72",48.86%,65.89,188.66,2.60,1,Total_N_kg,
130592022,NKGH,2021,Mixed Farms,199.66,45.02,8.21,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.46,0.08,0.00,0.00,0.00,0.00,0.00,62.94,120.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,1.44,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128.83,48.86%,65.89,188.66,2.60,1,KG_per_ha,
134022022,NNKG,2021,Speciallist beef with sheep,111.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,255.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,585.96,242.26,0.00,0.00,0.00,0.00,2.14,"1,085.72","10,022.00",0.00,558.11,0.00,588.60,0.00,0.00,0.00,0.00,0.00,"2,975.98",0.00,0.00,0.00,0.00,0.00,0.00,28.15,0.00,0.00,666.60,0.00,0.00,0.00,0.00,21.07,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,"14,860.54",7.31%,123.99,151.00,119.80,1,Total_N_kg,
134022022,NKGH,2021,Speciallist beef with sheep,111.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.27,2.18,0.00,0.00,0.00,0.00,0.02,9.77,90.21,0.00,5.02,0.00,5.30,0.00,0.00,0.00,0.00,0.00,26.79,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133.76,7.31%,123.99,151.00,119.80,1,KG_per_ha,
138302022,NNKG,2021,Untypical,59.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,257.65",0.00,0.00,0.00,0.00,"4,552.04",0.00,"5,809.69","5,508.00",0.00,0.00,0.00,270.00,0.00,442.00,0.00,0.00,0.00,"18,104.36",0.00,0.00,0.00,0.00,63.92,0.00,45.04,0.00,0.00,355.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"24,788.64",23.44%,320.48,59.22,0.00,1,Total_N_kg,
138302022,NKGH,2021,Untypical,59.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.24,0.00,0.00,0.00,0.00,76.87,0.00,98.10,93.01,0.00,0.00,0.00,4.56,0.00,7.46,0.00,0.00,0.00,305.71,0.00,0.00,0.00,0.00,1.08,0.00,0.76,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,418.59,23.44%,320.48,59.22,0.00,1,KG_per_ha,
138432022,NNKG,2021,Mixed cattle & sheep,222.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,666.34,233.11,0.00,0.00,0.00,0.00,2.08,901.52,"3,860.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,344.52,0.00,"7,678.11",124.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,335.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"13,341.71",6.76%,55.91,170.90,48.94,1,Total_N_kg,
